fullId,category,wnsynset,wnlemmas,up,front,unit,aligned.dims,isContainerLike,surfaceVolume,solidVolume,supportSurfaceArea,weight,staticFrictionForce,name,tags
wss.33fcb31af4c4d039fac1db559484b15b,"Chair,rankChairs",n4107063,"rocking chair,rocker","0\,0\,1","0\,-1\,0",0.03197432688136833,"77.83766\,100.46941\,99.37013",false,0.014278,0.016525,0.041032,16.912170005372403,168.368926012668,eames reg  molded plastic chair w rocker base from smart furniture,"chair,charles eames,designer furniture,eames,eames chair,herman miller,living room furniture,modern furniture,molded plastic chair,ray eames,rocker,rocking chair,smart furniture"
wss.34117514b86512e7c2920de4c5efc2ee,"_StanfordSceneDBModels,Candle,_EvalSetInScenes",n2951508,"candle,taper,wax light",,,8.133652023964913E-4,"6.7269382\,23.4148\,5.617836",false,5.3E-5,1.5E-4,0.001519,0.0477,0.04674600000000001,candle,candle
wss.34156abf2ce71a60e7e684d25d4dcaf0,Couch,n4263630,"sofa,couch,lounge",,,0.020826185352328348,"221.38068\,65.27697\,86.09253",false,0.176361,0.525173,0.001795,279.3826598287126,2652.7221278028564,sofa,*
wss.34157148280e9342d810b14a81e12eca,"Table,CoffeeTable",n3067971,"coffee table,cocktail table","0\,0\,1","0\,-1\,0",0.02388248251317572,"102.69467\,32.241352\,102.69467",false,0.034186,0.064081,0.013646,28.67936154414228,340.8400429036382,hokkaido square coffee table by smart furniture,"bdi,bdi cofee table,hokkaido square coffee table"
wss.3415f252bd71495649920492438878e5,Couch,n4263630,"sofa,couch,lounge","0\,0\,1","1\,0\,0",0.006006728702437183,"204.0553\,77.61445\,114.10423",false,0.118056,0.639385,0.104706,187.01866789561464,1775.7313891387216,couch,*
wss.341ecb71545d84835ecd29875b6f0d44,Chair,n2741540,armchair,"0\,0\,1","-1\,0\,0",0.02435952054094994,"109.06717\,67.71581\,97.6902",false,0.067,0.367477,0.636894,79.3609322286,790.0769045278579,wicker armchair,"tropical style furniture,wicker armchair"
wss.3420cafa9285830586eda721a49f19,Window,n4594951,window,,,,"59.999634\,120.000015\,2.4999962",true,0.007843,0.011468,0.016875,18.91870825163517,295.0435538560945,chinese style window frame,*
wss.3427dd9d5fcfa955a991482043bca7ea,"TV,_AttributesTrain,_OIMwhitelist",,,"0\,0\,1","0\,-1\,0",0.01861966262111021,"87.15746\,62.709187\,25.265747",false,0.009726,0.034848,0.013631,24.123776947490878,163.30527009091568,samsung tv,*
wss.34292cd1143461a6bda4e7fc3e4df4d4,"Bed,LoftBed",n2923643,"bunk bed,bunk",,,0.02693441411849727,"215.47531\,180.46057\,158.91306",false,0.325056,1.046774,0.037973,197.117292174336,1758.218735766915,lv bunk beds,"bunk beds,louis vuitton,lv"
wss.342ea0134b504918cf5a37a70014c623,"Lamp,DeskLamp,_StanfordSceneDBModels,_SceneGalleryModels",n4387620,table lamp,"0\,0\,1","1\,0\,0",0.042787150014855,"33.690582\,80.3859\,85.73988",true,0.003167,0.004698,0.092251,6.808001582575221,67.42302965144673,desk lamp,"arm lamp,armlamp,desk lamp,lamp,light"
wss.342ef21b1ed9615685feaf23dbe1f454,CellPhone,n2995984,"cellular telephone,cellular phone,cellphone,cell,mobile phone","-1\,0\,0","0\,0\,1",5.803493832868596E-4,"10.670196\,24.21932\,2.7646592",false,1.87E-4,6.71E-4,0.001053,,,nokia      supernova mobile phone,"cell,eddrissi,eddrissy,edrissi,edrissy,mobile,mohanad,mohannad,nokia,phone,supernova"
wss.343e118bcf7d4c27ff6ace05b36a5,"Table,EndTable",n4386330,table,"0\,0\,1","0\,-1\,0",0.025575364787252936,"76.726074\,53.71378\,56.26587",false,0.006408,0.009268,0.00309,5.375807312199839,63.88881398603269,end table short cut paper clip by john a weick ra  amp  ap leed,
wss.3441002a52b1cb2946b2a76c074a3f45,"Table,DiningTable,_StanfordSceneDBModels,RoundTable",n3205892,"dining table,board","0\,0\,1","0\,-1\,0",0.03315206012114928,"139.23865\,92.82676\,139.23865",false,0.044715,0.101786,0.276422,37.512363290420694,445.8159047105886,cyclone dining table   isamu noguchi,"cyclone,dining table,isamu,noguchi"
wss.345415c84aee5e1e99f14d125f819dd1,CellPhone,n2995984,"cellular telephone,cellular phone,cellphone,cell,mobile phone","0\,1\,0","0\,0\,1",8.313733761594077E-4,"8.480009\,25.014778\,3.2289467",false,1.8E-4,5.37E-4,6.9E-5,,,motorola mobile phone,"battery,button,buttons,call,communicate,communication,contact,electricals,eletric,fone,hand,held,phone,tele"
wss.345b945db322120d4cccbece4754c7cf,"Bear,PlushToy",n2134305,bear,,,0.10238346522472044,"90.947205\,100.42016\,48.704773",true,0.014884,0.125558,0.034898,,,kare       teddy shining small assorted  teddy shining small sortiert,"decoration,design,geschenkidee,kare,lifestyle,present,teddy bear,trendy,wohnen"
wss.345e73379e3e792ca62e1b91e7affd98,Printer,n4011143,printer,,,8.360549855485176E-5,"45.14697\,17.055521\,41.58345",false,0.002079,0.019621,0.128398,,,printer,"aio,all in one,printer"
wss.3469cdf83a3cba1f35836c728d324152,"Lamp,FloorLamp",n3371905,floor lamp,"0\,0\,1","1\,0\,0",0.01576886307556594,"23.855133\,132.58476\,113.2228",true,0.002628,0.007382,0.029291,5.64933001547448,55.948128173035045,kare      floor lamp lounge big deal  stehleuchte lounge big deal,"design,floor lamp,kare,lifestyle,light,living,lounge,stehleuchte,trendy,wohnen"
wss.346ae461fcec80d390c29d8c96b5b82d,Refrigerator,n3175301,"deep-freeze,Deepfreeze,deep freezer,freezer","0\,0\,1","-1\,0\,0",0.023172470809994256,"82.15776\,159.65277\,73.823555",true,0.09186,0.860174,0.492854,246.70002948643918,6272.502358247328,american style fridge freezer,"american fridge,french door fridge"
wss.34715b469341fd4ce4b68d3b17c43658,"Computer,Laptop",n3648120,"laptop,laptop computer",,,0.02989580181149266,"42.14843\,27.666668\,39.498764",false,0.00201,0.004081,0.12209,,,macbook pro,"apple,battary,book,firma,jeroen hut,keyboard,laptop,linux,mac,mac os,macbook,notebook,os x,powerbook,powerpc,pro,processor,sketchup,titanium,windos"
wss.3475aaa0e8fda598f3a5d8ecfe5e1f62,Monitor,n3787723,"monitor,monitoring device","0\,0\,1","0\,-1\,0",0.0014748923992681307,"78.68551\,61.09786\,56.720673",false,0.006509,0.011155,0.120548,,,monitor,*
wss.34808bb66b2bfa07ab7f9d2da6fc61cf,Monitor,n3682085,"liquid crystal display,LCD","0\,0\,1","0\,-1\,0",0.037135949141916196,"75.14905\,58.48192\,26.3168",false,0.009055,0.025258,0.046602,,,widescreen    pc monitor,
wss.348b2880842cbbca4ca84d60642ec7e8,"Table,CoffeeTable,_StanfordSceneDBModels,_EvalSetInScenes",n3067971,"coffee table,cocktail table","0\,0\,1","0\,-1\,0",0.001281319537577241,"166.57153\,51.25278\,89.692314",false,0.070843,0.075169,0.128197,59.431697474746144,706.3163622366595,coffee table,"coffee,decoration,furniture,glass,table"
wss.349367af51c43dce1a718fe4b2adfa25,Couch,n4263630,"sofa,couch,lounge",,,0.042955571164009526,"132.30959\,130.21982\,161.92876",false,0.127937,0.788538,0.183246,202.67167542997603,1924.355786510136,sofa,
wss.34a89777594d3a61b2440702f5566974,"Airplane,ToyFigure,_StanfordSceneDBModels,_SceneGalleryModels,_Attributes,rankAirplanes",n3971038,"plaything,toy","0\,0\,1","1\,0\,0",4.5515070357073095E-4,"20.144424\,10.102475\,33.27475",false,1.73E-4,3.6E-4,2.7E-5,,,j    with opened  detachable  air brake and optional control surfaces,"aeon,aeroplane,air force,aircraft,airplane,china,chinese,combat,fighter,jet,model,pakistan,pla,plaaf,plane,sketchup,weapon"
wss.34a9c2b926de1db2a50b88953d263a42,"Lamp,FloorLamp,_AttributesTrain",n3371905,floor lamp,,,0.024687076487127944,"33.890392\,169.33902\,33.890495",true,0.008792,0.022328,0.093462,18.89988945816272,187.17501632318266,floor lamps  archicad,"floor,lamp,light"
wss.34cf47d38fde374acb89de6115d9b042,Books,n6422547,book,"0\,0\,1","1\,0\,0",0.03126733054692812,"23.55774\,36.221954\,31.425232",false,0.003274,0.023569,0.070558,,,books,"bog,book,books"
wss.34d280e8968c180cdf63d1c7e43c783f,"Table,DiningTable",n4386330,table,"0\,0\,1","0\,-1\,0",0.026610743320055214,"189.40808\,37.798283\,95.8103",false,0.059885,0.085605,0.003503,50.2387985160873,597.06329986791,sa,"design,eero saarinen,matrix international,table,tavolo"
wss.34ddd0280e8f92d2a168fd3586af9a47,Microwave,n3766619,"microwave,microwave oven",,,0.03496723635580565,"75.7163\,42.67647\,56.511898",true,0.018763,0.175579,0.003499,48.63530137203675,459.87364081223984,microwave oven,"appliance,house,kitchen,microwave,oven"
wss.34e73c7fb43d489cd810b14a81e12eca,Bookcase,n2874241,bookcase,,,0.015607909833167902,"112.37695\,114.32794\,14.827515",true,0.029698,0.034197,0.170885,22.15665542140368,247.93206854628,smart furniture        wide stepped bookshelf,"offce,smart furniture,stair stepped shelf,stepped bookshelf"
wss.34eb31e5ac8802246f2614b47f532d63,Gun,n4093385,"revolver,six-gun,six-shooter","0\,0\,1","-1\,0\,0",0.007086949579413064,"9.093258\,30.771393\,71.23192",false,0.002162,0.003517,0.002663,,,double barrel revolver,"ammo,army,assault,automatic,bang,barrel,barreled,boom,box,bullet,by,clip,design,designed,double,grenade,grenades,grip,gun,handle,hmg,iron,launcher,lmg,me,military,mount,mounted,pistol,revolver,rifle,scope,shoot,shot,shotgun,sights,sketchosaurus,smg,sniper,stock,tactical,weapon"
wss.34ef4ceb21d8afe56459a05ce43543e5,TV,n4413042,"television receiver,television,television set,tv,tv set,idiot box,boob tube,telly,goggle box","0\,0\,1","0\,-1\,0",0.0026134906961159487,"80.95285\,70.49892\,25.282623",false,0.011052,0.129868,0.204793,27.412706438789755,185.56959130627183,projection tv        mpo art,"mpoart,projection tv,television,tv"
wss.34feac86a178437527eb00c151c6f711,Table,n4386330,table,"0\,0\,1","0\,-1\,0",0.02851995961576581,"141.89906\,87.79613\,83.08977",false,0.049431,0.108667,0.014379,41.46871586288238,492.8352003969385,table,"antique table,farmhouse table,pine table,table,table with turned legs,traditional table"
wss.350bc7d9fbc5b90e67a1113f1f5f7982,"Computer,Desktop",n3184677,desktop computer,"0\,0\,1","1\,0\,0",2.990806534894914E-4,"20.536005\,44.24514\,63.197544",false,0.004177,0.049785,0.111184,,,alienware aurora alx desktop pc,"alienware,alx,aurora,case,computer,dell,desktop,pc"
wss.350da53c8b5dddcde2313f5ca29127ab,Monitor,n3787723,"monitor,monitoring device","0\,0\,1","1\,0\,0",8.541970516118476E-4,"80.96189\,53.330883\,19.06457",false,0.008063,0.012615,0.047449,,,nd century hp w    h desktop monitor,"computers,cutting edge,desktop,future technology,hp,interface,monitor,new technology,next generation,technology"
wss.350faadd1c52dffbc95f95e8112778e2,"Lamp,DeskLamp",n3641940,lamp,"0\,0\,1","1\,0\,0",0.004976593369894071,"29.38937\,71.31906\,43.30268",true,0.003409,0.009461,0.069261,7.328221469844941,72.57502623359075,desk lamp,*
wss.351ae9a0f2f30e742ce80f86db5496b7,Gun,n3472916,gun,"0\,0\,1","1\,0\,0",0.002019820033849049,"14.035309\,52.44867\,103.28491",false,0.004982,0.012865,0.010808,,,gun,"devilhudson,gun"
wss.351f967473e61599ca5852e989a25dd3,"PottedPlant,_StanfordSceneDBModels,_SceneGalleryModels",n11690372,flower,,,0.004365222068170324,"26.84306\,73.6326\,25.710373",true,0.004318,0.013966,0.037228,7.1609712,40.197194688,flower,"flor,flower,plant,planta,vaso"
wss.3521751471b748ff2846fa729d90e125,"WallClock,Clock",n3050242,clock,,,0.10586807692820317,"62.520603\,62.983772\,28.285938",true,0.005372,0.063184,0.02535,,,ikea clock  small,"clock,ikea,table clock,tischuhr,uhr"
wss.35259e9bb2669df79bad64a9c6516f06,Piano,n4522298,"upright,upright piano","0\,0\,1","-0.7071067690849304\,-0.7071067690849304\,0",0.021226108671711687,"121.7854\,104.79842\,113.042755",false,0.060217,0.589956,0.003353,36.1302,219.52709520000005,piano,"instrument,music,natedogg,piano"
wss.35339394fd4afc14342073006fc0d153,"MediaDiscs,_StanfordSceneDBModels,_OIMwhitelist",n4541241,"videodisk,videodisc,DVD","6.687342679612129e-9\,1.4341053677924265e-8\,1","-0.42261824011802673\,-0.9063077569007874\,-1.4341053677924265e-8",3.2748303030093537E-4,"22.36935\,22.369383\,0.0",false,6.7E-5,6.7E-5,0.038264,,,family guy dvd,"disc,dvd,family,family guy,funny,guy"
wss.353a514e6bc1783fa5e0e5aaf1443ec7,"Lamp,FloorLamp",n3371905,floor lamp,,,0.022117166483666337,"35.73192\,169.50508\,31.048653",true,0.005759,0.005931,7.01E-4,12.379943515645941,122.60474510978267,foscarinni totem,"design,foscarinni,italian,lamp,modern,standing,totem"
wss.354ad3a68145a0d8f92bda4d2acbf258,Desk,n3184367,desk,"0\,0\,1","1\,0\,0",0.014385163083831804,"102.13466\,95.66133\,84.87247",false,0.038078,0.072326,0.017509,22.8468,138.81715680000002,bureau,"bureau,desk,workplace"
wss.354c37c168778a0bd4830313df3656b,Couch,n4263630,"sofa,couch,lounge","0\,0\,1","1\,0\,0",0.013534693002862825,"195.51262\,70.01361\,132.49625",false,0.187851,0.835551,1.715514,297.58456819525566,2825.5481905290535,couch,*
wss.35908dced5e46b32ad5067eac75a07f7,Bench,n3896948,park bench,,,0.009874566572072549,"142.19376\,27.710405\,26.324112",false,0.013864,0.01616,0.022213,8.3184,50.54259840000001,forms surfaces reg     foot backed pacifica trade  bench  full back  surface mount  no armrests,"architectural,architecture,bench,benches,forms,forms and surfaces,formsandsurfaces,furniture,landscape,pacifica,sbpac,seating,site,site furniture,surfaces"
wss.3591b4c764217d2833e4e0fe8cce118e,"Lamp,TableLamp",n4387620,table lamp,,,0.00867960238972449,"26.520092\,72.24493\,26.520004",true,0.00287,0.001618,0.012743,6.1695499027442,61.10012475517906,simple table lamp,"bedside,desk,light,model,random"
wss.35976b05836b249552c3271e911ffe19,Gun,n4097375,rifle,"0\,0\,1","1\,0\,0",0.02995919364423793,"10.7478485\,33.568207\,111.236115",false,0.003994,0.007063,0.002115,,,apr,"assualt,automatic,defense,earth,gun,machine,paradox,planetary,rifle,soldier,weapon"
wss.359a136da3a301644f782ac57aea97b,Stool,n4334034,stool,,,0.03794502896725401,"36.301666\,115.520226\,36.301743",false,0.014464,0.033577,0.021096,16.4784619174272,108.69723985321528,stool,"old,sketchosaurus,stool,wooden"
wss.359ddad69aa0f111a07d426e67d479b,"Lamp,TableLamp",n3641940,lamp,,,0.00975581011083409,"35.81401\,63.72339\,35.814007",true,0.002688,0.003563,0.02067,5.77831015281408,57.22548269753356,standing lamp,*
wss.35acbed1b3a54d7d980a39e0273687b1,"CellPhone,_AttributesTrain",,,"0\,0\,1","1\,0\,0",0.03741457441096872,"11.115875\,24.022797\,2.7398064",false,1.94E-4,6.57E-4,3.77E-4,,,nokia      xpressmusic,"apple,brasil telecom,call,celular,claro,google,marmo,microsoft,mobile,motorola,movel,nokia,nokia n series,oi,operadora,people,pessoas,samsung,series,talk,tecnologia,telefones,tim,vivo,woow,xpress music"
wss.35b4c449b5ae845013aebd62ca4dcb58,Couch,n4263630,"sofa,couch,lounge","0\,0\,1","1\,0\,0",0.017957849671908225,"202.51782\,82.75331\,113.31295",false,0.164503,0.773412,0.017022,260.59778346574757,2474.3608178109293,sofa,sofa
wss.35cbb4482d488567622451d092ef467e,"VideoGameConsole,Wii",,,,,0.001657064356558534,"7.1715765\,19.470507\,32.47896",false,5.34E-4,0.004295,0.022097,,,simple nintendo wii,"console,nintendo,seventh generation,simple,wii"
wss.35dd13e0db602693ad5067eac75a07f7,Bench,n2832068,bench,,,0.012929757465756255,"139.39507\,38.915596\,27.100866",false,0.007718,0.014069,0.004032,4.6308,28.136740800000002,forms surfaces reg  vista trade  rail seating  five backed wire grid seats  straight rail  armrests,"architectural,architecture,bench,benches,exterior,forms,forms and surfaces,furniture,grid,landscape,metal,outdoor,park,patio,perforated,public,seat,seating,site,srvis,steel,surfaces,transit,vista,wire"
wss.35f584cf8fd22794e4b68d3b17c43658,Ipad,n4408223,"telephone,phone,telephone set","0\,1\,0","0\,0\,1",,"18.9738\,24.282425\,1.27",false,1.84E-4,6.0E-4,0.041257,,,ipad,"apple,ipad,iphone,ipod,jeroen hut"
wss.35f73ca2716aefcfbeccafa1b3b5f850,"Dog,_StanfordSceneDBModels,_RandomSetStudyModels,_Attributes",n2086723,"dog,domestic dog,Canis familiaris",,,0.018632554292899183,"30.999798\,69.60274\,122.19266",false,0.010541,0.058359,0.0113,,,dog hund,"adler,animal,animals,bear,bird,butterfly,camel,cat,deer,dino,dinosaur,dinosaurier,dinosaurus,dog,donkey,dove,eagle,elefant,elephant,esel,falke,fisch,fish,fogel,giraffe,hase,haustier,haustiere,hirsch,horse,hund,kamel,katze,lion,maus,mouse,octopus,papagei,pferd,rabbit,schmetterling,sea,sea horse,seepferd,seepferdchen,sittich,taube,tier,tiere,tiger,turtle,vogel,wal,whale,zebra"
wss.35fa721c71ae04c1472cc88b92e0d72c,MediaPlayer,n2991759,CD player,,,0.0019783457604395102,"61.922226\,27.696842\,25.814682",true,0.004787,0.033275,0.123194,,,radio,*
wss.35fe01c567b96c838af30108ea9ccb6c,"WallArt,Picture,Painting",,,"0\,0\,1","0\,-1\,0",0.02038478618118787,"128.54361\,67.39026\,5.0961914",true,0.020051,0.045995,0.077454,49.62275384627176,338.52478605861654,icture acuarela,"acuarela,cuadro,decoracion,decoration,dibujo,drawing,interior,painting,picture,pintura,watercolor"
wss.360d1c3b84a4eccbd201085e80edb26a,TrashBin,n2750182,"ashcan,trash can,garbage can,wastebin,ash bin,ash-bin,ashbin,dustbin,trash barrel,trash bin",,,0.020149051001284307,"48.357635\,70.07356\,48.357723",true,0.013174,0.137693,0.20059,,,mlwr      m trash container,"architecture,caddetails,furnishing,furnishings,furniture,garbage,landscape,litter,litter receptacle,maglin,mall,malls,outdoor,park,parks,public spaces,trash,trash receptacle,trashcan"
wss.360fff3feecb161321eee0f69ef7eada,"Lamp,LampPost",n3642472,lamppost,,,0.010595805132712301,"12.714967\,117.301926\,12.714967",true,0.001933,0.004288,0.002687,4.155310091290779,41.152104930927216,globe   ft parking lot lighting,"exterior,highway,landscape architecture,light,park,parking lot,path,post,sidewalk,street"
wss.36179e51944bd454e9186c52976f79ea,Desk,n4615687,writing desk,,,0.025083847164719338,"94.69142\,110.36893\,75.09451",false,0.087218,0.232161,0.007435,52.3308,317.96194080000004,secr eacute taire  writing desk,writing desk
wss.361cc1c69bfd65e0f68a8e4ae5e6c1a0,"MediaStorage,WallUnit",n3295564,entertainment center,,,0.06469919791765176,"232.91678\,119.67087\,155.27788",true,0.570317,1.342074,0.067217,,,entertainment center,
wss.36223972cc8153718cd9445de76e734d,Cabinet,n3242043,dresser,,,0.017574307209729252,"92.265076\,153.06499\,32.24446",true,0.054253,0.382128,0.264547,36.47120553037962,360.6115624043674,cupboard armario,"armario,component,componente,cupboard,decoracion,decoration,estanteria,furniture,hogar,home,madera,mobiliario,mueble,rack,rustic,wood"
wss.363b916478ba31023726aafeed0e8459,"Stool,Barstool",n4334034,stool,,,0.028061002657298086,"50.04428\,103.67946\,54.500362",false,0.008497,0.031155,0.156281,9.680412811973099,63.85511940215502,ios barstool,"arqpadao,bancos,bar,barstool,bench,brasil,furniture,ios"
wss.363bc79028557c82488072a798e5d5,"PottedPlant,_StanfordSceneDBModels,_SceneGalleryModels,_OIMwhitelist",n17402,"plant,flora,plant life",,,0.016953433333064247,"66.00598\,80.81007\,81.552124",true,0.015418,0.035893,0.041242,25.569211199999998,143.529492288,carnivore plants  planta carnivora,"carnivore plants,decoracion,decoration,flor,flower,landscape architecture,ornamentals,plant exotic,plant materials,planta exotica,rubicundo,vegetacion,vegetation"
wss.36451bcafbc60df875aa7f24a9b6003a,"Lamp,WallLamp",n4387620,table lamp,,,0.05666876937760492,"27.441963\,93.46544\,41.85119",true,0.004703,0.018691,3.2E-4,10.10989309846898,100.12330547860876,wall lamp,"candle,interior,lamp,lighting"
wss.364ea921dbd5da869a58625fdbc8d761,"Lamp,FloorLamp",n3371905,floor lamp,,,0.032954090537555755,"49.431465\,155.86856\,65.042145",true,0.005451,0.010661,0.013642,11.71784547730266,116.04765855069027,lumin aacute ria ch atilde o  d bar   child room,"child room,children,childroom,floor lamp,lamp,lampada,light,lighting,lighting fixture,luz,piper"
wss.36594769b62b24d63b1e413ac12356ae,Washer,n4561970,"washer,automatic washer,washing machine",,,0.03735434460652117,"104.59216\,164.35912\,100.856735",true,0.105798,1.488534,1.068092,,,washing machine,"appliance,architecture,automatic,clothes,laundry,washer,washing machine"
